task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,ambient_temp_c,visibility_pct,site_traffic_density,scheduled_start,scheduled_end,priority,status
TSK-00151,2026-08-29,OP-006,MC-008,SITE-A,Material Loading,Clear,Hard Soil,23.6,100.0,Medium,2026-08-29T08:23:00,2026-08-29T09:13:00,Low,Scheduled
TSK-00152,2026-08-29,OP-007,MC-006,SITE-C,Grading,Clear,Rocky,25.8,71.5,Medium,2026-08-29T19:00:00,2026-08-29T20:56:00,Medium,Scheduled
TSK-00153,2026-08-29,OP-008,MC-010,SITE-C,Material Loading,Clear,Hard Soil,19.8,93.0,High,2026-08-29T07:00:00,2026-08-29T08:07:00,Low,Scheduled
TSK-00154,2026-08-29,OP-009,MC-009,SITE-B,Excavation,Clear,Rocky,27.0,69.6,Medium,2026-08-29T19:00:00,2026-08-29T21:01:00,High,Scheduled
TSK-00155,2026-08-29,OP-010,MC-007,SITE-D,Demolition,Clear,Hard Soil,30.3,100.0,High,2026-08-29T07:00:00,2026-08-29T09:20:00,High,Scheduled
TSK-00156,2026-08-29,OP-011,MC-006,SITE-A,Trenching,Clear,Hard Soil,21.7,81.7,High,2026-08-29T19:00:00,2026-08-29T20:43:00,Medium,Scheduled
TSK-00157,2026-08-29,OP-011,MC-004,SITE-B,Trenching,Clear,Muddy,21.4,79.0,High,2026-08-29T21:13:00,2026-08-29T23:12:00,Low,Scheduled
TSK-00158,2026-08-29,OP-011,MC-009,SITE-B,Material Loading,Dust Storm,Hard Soil,26.9,12.4,Low,2026-08-29T23:42:00,2026-08-30T00:55:00,Low,Scheduled
TSK-00159,2026-08-29,OP-012,MC-003,SITE-C,Material Loading,Clear,Hard Soil,23.7,85.7,Low,2026-08-29T07:00:00,2026-08-29T07:57:00,Medium,Scheduled
TSK-00160,2026-08-29,OP-013,MC-005,SITE-B,Excavation,Dust Storm,Rocky,19.7,14.8,Medium,2026-08-29T19:00:00,2026-08-29T21:26:00,Low,Scheduled
TSK-00161,2026-08-29,OP-014,MC-006,SITE-B,Material Loading,Clear,Soft Soil,30.8,84.9,High,2026-08-29T07:00:00,2026-08-29T07:46:00,Low,Scheduled
TSK-00162,2026-08-29,OP-014,MC-004,SITE-C,Grading,High Wind,Muddy,15.4,84.8,Medium,2026-08-29T08:01:00,2026-08-29T09:26:00,Medium,Scheduled
TSK-00163,2026-08-29,OP-015,MC-001,SITE-A,Grading,Clear,Hard Soil,24.3,79.2,High,2026-08-29T19:00:00,2026-08-29T20:28:00,Medium,Scheduled
TSK-00164,2026-08-30,OP-001,MC-002,SITE-A,Excavation,Clear,Muddy,13.3,89.2,Low,2026-08-30T19:00:00,2026-08-30T21:08:00,High,Scheduled
TSK-00165,2026-08-30,OP-002,MC-009,SITE-B,Demolition,Clear,Soft Soil,34.1,84.7,Medium,2026-08-30T07:00:00,2026-08-30T08:58:00,Low,Scheduled
TSK-00166,2026-08-30,OP-003,MC-010,SITE-C,Trenching,Clear,Soft Soil,17.4,61.3,Medium,2026-08-30T19:00:00,2026-08-30T20:44:00,Medium,Scheduled
TSK-00167,2026-08-30,OP-004,MC-006,SITE-C,Grading,Rain,Rocky,18.3,61.6,Medium,2026-08-30T07:00:00,2026-08-30T08:59:00,High,Scheduled
TSK-00168,2026-08-30,OP-005,MC-010,SITE-B,Grading,Clear,Rocky,21.1,76.0,High,2026-08-30T19:00:00,2026-08-30T21:03:00,Low,Scheduled
TSK-00169,2026-08-30,OP-005,MC-003,SITE-B,Excavation,Clear,Muddy,18.6,66.3,Low,2026-08-30T21:33:00,2026-08-30T23:24:00,Medium,Scheduled
TSK-00170,2026-08-30,OP-006,MC-007,SITE-D,Material Loading,High Wind,Muddy,29.1,79.5,Low,2026-08-30T07:00:00,2026-08-30T08:04:00,Medium,Scheduled
TSK-00171,2026-08-30,OP-006,MC-009,SITE-C,Material Loading,Dust Storm,Soft Soil,41.9,51.3,Low,2026-08-30T08:19:00,2026-08-30T09:15:00,Medium,Scheduled
TSK-00172,2026-08-30,OP-007,MC-002,SITE-D,Material Loading,Dust Storm,Muddy,20.1,19.9,High,2026-08-30T19:00:00,2026-08-30T20:19:00,High,Scheduled
TSK-00173,2026-08-30,OP-007,MC-006,SITE-C,Excavation,Dust Storm,Muddy,23.2,34.2,Low,2026-08-30T20:49:00,2026-08-30T23:06:00,Low,Scheduled
TSK-00174,2026-08-30,OP-007,MC-010,SITE-C,Trenching,Rain,Rocky,17.3,51.2,Medium,2026-08-30T23:21:00,2026-08-31T01:36:00,Medium,Scheduled
TSK-00175,2026-08-30,OP-008,MC-001,SITE-C,Material Loading,Rain,Muddy,18.1,70.0,Medium,2026-08-30T07:00:00,2026-08-30T08:03:00,Low,Scheduled
TSK-00176,2026-08-30,OP-009,MC-008,SITE-C,Excavation,Clear,Hard Soil,30.7,77.4,Low,2026-08-30T19:00:00,2026-08-30T20:46:00,High,Scheduled
TSK-00177,2026-08-30,OP-009,MC-006,SITE-C,Demolition,Clear,Soft Soil,12.9,80.2,Low,2026-08-30T21:16:00,2026-08-30T22:56:00,Low,Scheduled
TSK-00178,2026-08-30,OP-009,MC-003,SITE-B,Material Loading,Clear,Muddy,22.6,91.9,Medium,2026-08-30T23:26:00,2026-08-31T00:34:00,Low,Scheduled
TSK-00179,2026-08-30,OP-010,MC-008,SITE-D,Material Loading,High Wind,Soft Soil,24.9,73.3,High,2026-08-30T07:00:00,2026-08-30T07:47:00,Low,Scheduled
TSK-00180,2026-08-30,OP-010,MC-001,SITE-C,Grading,Rain,Muddy,22.7,64.8,Low,2026-08-30T08:17:00,2026-08-30T09:44:00,Medium,Scheduled
TSK-00181,2026-08-30,OP-010,MC-002,SITE-B,Excavation,Dust Storm,Muddy,25.8,34.4,High,2026-08-30T09:54:00,2026-08-30T12:19:00,High,Scheduled
TSK-00182,2026-08-30,OP-011,MC-007,SITE-A,Material Loading,Clear,Rocky,19.4,77.2,High,2026-08-30T19:00:00,2026-08-30T20:12:00,Low,Scheduled
TSK-00183,2026-08-30,OP-011,MC-003,SITE-B,Trenching,Rain,Hard Soil,21.3,54.8,Low,2026-08-30T20:27:00,2026-08-30T22:37:00,Low,Scheduled
TSK-00184,2026-08-30,OP-012,MC-002,SITE-A,Demolition,Clear,Muddy,27.6,98.6,Medium,2026-08-30T07:00:00,2026-08-30T09:25:00,High,Scheduled
TSK-00185,2026-08-30,OP-013,MC-010,SITE-B,Trenching,High Wind,Soft Soil,15.5,39.3,Medium,2026-08-30T19:00:00,2026-08-30T20:58:00,High,Scheduled
TSK-00186,2026-08-30,OP-014,MC-009,SITE-B,Excavation,Clear,Soft Soil,31.6,98.0,Medium,2026-08-30T07:00:00,2026-08-30T08:40:00,Low,Scheduled
TSK-00187,2026-08-30,OP-015,MC-004,SITE-C,Material Loading,High Wind,Hard Soil,20.0,73.5,High,2026-08-30T19:00:00,2026-08-30T19:54:00,High,Scheduled
TSK-00188,2026-08-31,OP-001,MC-004,SITE-B,Demolition,Rain,Soft Soil,13.1,46.1,Medium,2026-08-31T19:00:00,2026-08-31T21:15:00,High,Scheduled
TSK-00189,2026-08-31,OP-001,MC-005,SITE-C,Excavation,Dust Storm,Soft Soil,38.1,5.0,Low,2026-08-31T21:30:00,2026-08-31T23:26:00,Medium,Scheduled
TSK-00190,2026-08-31,OP-002,MC-001,SITE-D,Material Loading,Dust Storm,Rocky,39.8,29.8,Medium,2026-08-31T07:00:00,2026-08-31T08:12:00,Medium,Scheduled
TSK-00191,2026-08-31,OP-003,MC-001,SITE-A,Trenching,Rain,Hard Soil,18.3,46.3,Medium,2026-08-31T19:00:00,2026-08-31T21:15:00,Medium,Scheduled
TSK-00192,2026-08-31,OP-003,MC-010,SITE-C,Trenching,Rain,Rocky,15.3,41.7,Low,2026-08-31T21:45:00,2026-09-01T00:06:00,Low,Scheduled
TSK-00193,2026-08-31,OP-003,MC-004,SITE-D,Grading,Clear,Muddy,24.2,81.6,Low,2026-09-01T00:26:00,2026-09-01T01:41:00,High,Scheduled
TSK-00194,2026-08-31,OP-004,MC-007,SITE-B,Material Loading,High Wind,Hard Soil,21.9,78.4,High,2026-08-31T07:00:00,2026-08-31T07:54:00,Low,Scheduled
TSK-00195,2026-08-31,OP-004,MC-010,SITE-B,Trenching,Clear,Muddy,29.4,100.0,High,2026-08-31T08:14:00,2026-08-31T10:37:00,Low,Scheduled
TSK-00196,2026-08-31,OP-004,MC-008,SITE-A,Grading,High Wind,Muddy,28.9,73.9,Medium,2026-08-31T11:07:00,2026-08-31T12:57:00,Low,Scheduled
TSK-00197,2026-08-31,OP-005,MC-001,SITE-C,Material Loading,Clear,Muddy,19.6,66.6,Low,2026-08-31T19:00:00,2026-08-31T20:10:00,High,Scheduled
TSK-00198,2026-08-31,OP-006,MC-001,SITE-D,Excavation,Clear,Muddy,22.1,97.9,Medium,2026-08-31T07:00:00,2026-08-31T08:50:00,Medium,Scheduled
TSK-00199,2026-08-31,OP-006,MC-001,SITE-C,Demolition,Clear,Muddy,33.1,95.6,Low,2026-08-31T09:05:00,2026-08-31T11:36:00,Low,Scheduled
TSK-00200,2026-08-31,OP-007,MC-009,SITE-D,Demolition,Clear,Rocky,26.4,57.7,High,2026-08-31T19:00:00,2026-08-31T22:04:00,High,Scheduled
TSK-00201,2026-08-31,OP-008,MC-005,SITE-A,Trenching,Clear,Rocky,31.1,96.2,High,2026-08-31T07:00:00,2026-08-31T09:35:00,High,Scheduled
TSK-00202,2026-08-31,OP-009,MC-002,SITE-C,Grading,High Wind,Rocky,22.4,61.0,Low,2026-08-31T19:00:00,2026-08-31T20:57:00,High,Scheduled
TSK-00203,2026-08-31,OP-010,MC-004,SITE-C,Material Loading,Clear,Soft Soil,29.6,91.1,Low,2026-08-31T07:00:00,2026-08-31T07:49:00,Medium,Scheduled
TSK-00204,2026-08-31,OP-010,MC-008,SITE-C,Demolition,Rain,Soft Soil,27.6,51.7,Low,2026-08-31T07:59:00,2026-08-31T10:12:00,High,Scheduled
TSK-00205,2026-08-31,OP-010,MC-006,SITE-A,Demolition,Clear,Hard Soil,25.0,94.8,High,2026-08-31T10:27:00,2026-08-31T12:41:00,Low,Scheduled
TSK-00206,2026-08-31,OP-011,MC-007,SITE-A,Grading,Clear,Soft Soil,18.4,75.4,Low,2026-08-31T19:00:00,2026-08-31T20:18:00,Low,Scheduled
TSK-00207,2026-08-31,OP-012,MC-007,SITE-D,Grading,Dust Storm,Soft Soil,39.3,65.5,Medium,2026-08-31T07:00:00,2026-08-31T08:28:00,High,Scheduled
TSK-00208,2026-08-31,OP-012,MC-007,SITE-D,Grading,Clear,Rocky,26.1,95.3,Medium,2026-08-31T08:48:00,2026-08-31T10:39:00,High,Scheduled
TSK-00209,2026-08-31,OP-012,MC-007,SITE-C,Demolition,Rain,Rocky,23.2,63.4,Low,2026-08-31T10:59:00,2026-08-31T14:31:00,Medium,Scheduled
TSK-00210,2026-08-31,OP-013,MC-006,SITE-B,Material Loading,High Wind,Rocky,25.2,49.6,Medium,2026-08-31T19:00:00,2026-08-31T20:15:00,High,Scheduled
TSK-00211,2026-08-31,OP-013,MC-005,SITE-C,Trenching,Clear,Muddy,17.2,60.2,Medium,2026-08-31T20:45:00,2026-08-31T22:58:00,High,Scheduled
TSK-00212,2026-08-31,OP-014,MC-007,SITE-C,Trenching,High Wind,Rocky,19.8,67.9,Low,2026-08-31T07:00:00,2026-08-31T10:02:00,High,Scheduled
TSK-00213,2026-08-31,OP-015,MC-009,SITE-B,Grading,Clear,Hard Soil,10.1,81.0,Low,2026-08-31T19:00:00,2026-08-31T20:20:00,Medium,Scheduled
TSK-00214,2026-08-31,OP-015,MC-001,SITE-C,Grading,Rain,Soft Soil,12.6,35.0,Low,2026-08-31T20:35:00,2026-08-31T21:58:00,Medium,Scheduled
TSK-00215,2026-09-01,OP-001,MC-007,SITE-B,Material Loading,Rain,Rocky,12.4,45.3,Low,2026-09-01T19:00:00,2026-09-01T20:11:00,High,Scheduled
TSK-00216,2026-09-01,OP-001,MC-007,SITE-B,Grading,Clear,Soft Soil,12.1,87.0,Medium,2026-09-01T20:21:00,2026-09-01T21:33:00,Medium,Scheduled
TSK-00217,2026-09-01,OP-001,MC-006,SITE-D,Excavation,Clear,Rocky,21.3,70.3,Low,2026-09-01T21:48:00,2026-09-01T23:44:00,Medium,Scheduled
TSK-00218,2026-09-01,OP-002,MC-005,SITE-B,Material Loading,Dust Storm,Muddy,28.2,26.7,Low,2026-09-01T07:00:00,2026-09-01T08:26:00,Medium,Scheduled
TSK-00219,2026-09-01,OP-002,MC-007,SITE-B,Grading,Rain,Rocky,22.0,68.6,Low,2026-09-01T08:36:00,2026-09-01T10:38:00,Medium,Scheduled
TSK-00220,2026-09-01,OP-002,MC-001,SITE-B,Trenching,Clear,Muddy,26.7,92.2,Medium,2026-09-01T10:58:00,2026-09-01T12:54:00,Medium,Scheduled
TSK-00221,2026-09-01,OP-003,MC-003,SITE-B,Material Loading,High Wind,Muddy,22.1,59.1,High,2026-09-01T19:00:00,2026-09-01T20:06:00,Medium,Scheduled
TSK-00222,2026-09-01,OP-004,MC-010,SITE-C,Material Loading,Clear,Soft Soil,25.0,99.8,Medium,2026-09-01T07:00:00,2026-09-01T07:38:00,Low,Scheduled
TSK-00223,2026-09-01,OP-004,MC-008,SITE-A,Trenching,Clear,Hard Soil,29.2,94.5,High,2026-09-01T07:53:00,2026-09-01T09:47:00,High,Scheduled
TSK-00224,2026-09-01,OP-005,MC-008,SITE-C,Grading,Clear,Hard Soil,23.9,73.0,High,2026-09-01T19:00:00,2026-09-01T20:20:00,High,Scheduled
TSK-00225,2026-09-01,OP-006,MC-009,SITE-D,Demolition,Rain,Muddy,25.5,60.5,High,2026-09-01T07:00:00,2026-09-01T09:40:00,Low,Scheduled
TSK-00226,2026-09-01,OP-006,MC-007,SITE-A,Excavation,Clear,Rocky,30.4,95.8,High,2026-09-01T09:55:00,2026-09-01T12:04:00,Low,Scheduled
TSK-00227,2026-09-01,OP-007,MC-010,SITE-B,Excavation,Clear,Muddy,15.7,65.8,Medium,2026-09-01T19:00:00,2026-09-01T21:07:00,Low,Scheduled
TSK-00228,2026-09-01,OP-008,MC-001,SITE-B,Demolition,Clear,Muddy,27.9,89.6,Low,2026-09-01T07:00:00,2026-09-01T09:29:00,High,Scheduled
TSK-00229,2026-09-01,OP-008,MC-004,SITE-C,Material Loading,Rain,Muddy,25.6,58.7,Medium,2026-09-01T09:59:00,2026-09-01T11:09:00,High,Scheduled
TSK-00230,2026-09-01,OP-008,MC-010,SITE-A,Excavation,Clear,Rocky,25.1,97.0,High,2026-09-01T11:24:00,2026-09-01T13:30:00,Low,Scheduled
TSK-00231,2026-09-01,OP-009,MC-010,SITE-A,Grading,Clear,Hard Soil,16.1,61.0,High,2026-09-01T19:00:00,2026-09-01T20:15:00,Medium,Scheduled
TSK-00232,2026-09-01,OP-009,MC-009,SITE-D,Material Loading,Clear,Hard Soil,27.2,65.5,Low,2026-09-01T20:45:00,2026-09-01T21:40:00,Low,Scheduled
TSK-00233,2026-09-01,OP-009,MC-007,SITE-A,Trenching,Rain,Rocky,5.0,50.8,High,2026-09-01T22:10:00,2026-09-02T00:54:00,Low,Scheduled
TSK-00234,2026-09-01,OP-010,MC-010,SITE-C,Excavation,Clear,Hard Soil,26.6,100.0,Low,2026-09-01T07:00:00,2026-09-01T08:54:00,High,Scheduled
TSK-00235,2026-09-01,OP-010,MC-009,SITE-A,Excavation,Clear,Soft Soil,28.2,100.0,High,2026-09-01T09:24:00,2026-09-01T11:03:00,High,Scheduled
TSK-00236,2026-09-01,OP-010,MC-003,SITE-A,Trenching,Clear,Soft Soil,29.0,90.9,Medium,2026-09-01T11:33:00,2026-09-01T13:24:00,Low,Scheduled
TSK-00237,2026-09-01,OP-011,MC-002,SITE-C,Demolition,Clear,Rocky,28.6,69.6,Medium,2026-09-01T19:00:00,2026-09-01T21:21:00,High,Scheduled
TSK-00238,2026-09-01,OP-012,MC-006,SITE-D,Demolition,Clear,Soft Soil,26.4,88.9,High,2026-09-01T07:00:00,2026-09-01T08:43:00,High,Scheduled
TSK-00239,2026-09-01,OP-013,MC-002,SITE-D,Trenching,Clear,Rocky,21.5,81.8,High,2026-09-01T19:00:00,2026-09-01T21:22:00,Medium,Scheduled
TSK-00240,2026-09-01,OP-013,MC-004,SITE-D,Grading,Clear,Muddy,23.6,84.9,High,2026-09-01T21:42:00,2026-09-01T23:17:00,Medium,Scheduled
TSK-00241,2026-09-01,OP-013,MC-008,SITE-A,Demolition,Clear,Muddy,26.8,82.2,High,2026-09-01T23:37:00,2026-09-02T01:54:00,High,Scheduled
TSK-00242,2026-09-01,OP-014,MC-005,SITE-D,Demolition,Dust Storm,Soft Soil,34.6,52.0,High,2026-09-01T07:00:00,2026-09-01T09:16:00,Low,Scheduled
TSK-00243,2026-09-01,OP-015,MC-008,SITE-D,Excavation,Rain,Soft Soil,20.9,57.9,Low,2026-09-01T19:00:00,2026-09-01T21:02:00,Medium,Scheduled
TSK-00244,2026-09-01,OP-015,MC-005,SITE-C,Grading,High Wind,Soft Soil,21.1,66.5,High,2026-09-01T21:17:00,2026-09-01T22:45:00,Low,Scheduled
TSK-00245,2026-09-02,OP-001,MC-009,SITE-D,Material Loading,High Wind,Rocky,18.5,51.9,Medium,2026-09-02T19:00:00,2026-09-02T20:15:00,Medium,Scheduled
TSK-00246,2026-09-02,OP-002,MC-003,SITE-A,Material Loading,Dust Storm,Muddy,39.5,36.2,High,2026-09-02T07:00:00,2026-09-02T08:13:00,Medium,Scheduled
TSK-00247,2026-09-02,OP-002,MC-009,SITE-D,Grading,Clear,Hard Soil,18.9,87.8,Low,2026-09-02T08:33:00,2026-09-02T09:46:00,Medium,Scheduled
TSK-00248,2026-09-02,OP-002,MC-005,SITE-B,Trenching,Clear,Hard Soil,21.9,86.2,Medium,2026-09-02T10:16:00,2026-09-02T12:08:00,Medium,Scheduled
TSK-00249,2026-09-02,OP-003,MC-008,SITE-C,Trenching,Rain,Muddy,22.0,45.5,Low,2026-09-02T19:00:00,2026-09-02T21:21:00,Medium,Scheduled
TSK-00250,2026-09-02,OP-003,MC-003,SITE-B,Demolition,High Wind,Soft Soil,16.8,53.8,Low,2026-09-02T21:41:00,2026-09-02T23:37:00,Low,Scheduled
TSK-00251,2026-09-02,OP-004,MC-004,SITE-B,Excavation,Dust Storm,Hard Soil,33.3,34.2,Medium,2026-09-02T07:00:00,2026-09-02T08:58:00,Low,Scheduled
TSK-00252,2026-09-02,OP-004,MC-009,SITE-D,Trenching,Clear,Muddy,24.1,91.9,Low,2026-09-02T09:08:00,2026-09-02T11:22:00,Low,Scheduled
TSK-00253,2026-09-02,OP-004,MC-001,SITE-A,Demolition,Clear,Rocky,23.7,95.3,High,2026-09-02T11:52:00,2026-09-02T14:47:00,High,Scheduled
TSK-00254,2026-09-02,OP-005,MC-006,SITE-B,Demolition,Clear,Soft Soil,23.7,82.5,Low,2026-09-02T19:00:00,2026-09-02T20:55:00,Medium,Scheduled
TSK-00255,2026-09-02,OP-005,MC-009,SITE-C,Material Loading,Rain,Soft Soil,15.5,39.1,High,2026-09-02T21:10:00,2026-09-02T22:10:00,Low,Scheduled
TSK-00256,2026-09-02,OP-005,MC-001,SITE-C,Excavation,Rain,Soft Soil,16.5,51.6,Low,2026-09-02T22:40:00,2026-09-03T00:31:00,High,Scheduled
TSK-00257,2026-09-02,OP-006,MC-003,SITE-B,Material Loading,Clear,Muddy,28.1,95.9,Medium,2026-09-02T07:00:00,2026-09-02T08:00:00,High,Scheduled
TSK-00258,2026-09-02,OP-007,MC-005,SITE-B,Material Loading,Clear,Muddy,30.3,82.2,Low,2026-09-02T19:00:00,2026-09-02T19:51:00,High,Scheduled
TSK-00259,2026-09-02,OP-008,MC-004,SITE-B,Excavation,High Wind,Rocky,27.1,89.9,High,2026-09-02T07:00:00,2026-09-02T09:17:00,High,Scheduled
TSK-00260,2026-09-02,OP-009,MC-002,SITE-A,Demolition,Clear,Hard Soil,25.6,87.9,High,2026-09-02T19:00:00,2026-09-02T21:13:00,Medium,Scheduled
TSK-00261,2026-09-02,OP-009,MC-001,SITE-B,Demolition,Rain,Soft Soil,16.1,39.5,Medium,2026-09-02T21:43:00,2026-09-03T00:01:00,Low,Scheduled
TSK-00262,2026-09-02,OP-009,MC-004,SITE-C,Material Loading,Rain,Muddy,17.5,54.4,Low,2026-09-03T00:21:00,2026-09-03T01:28:00,Low,Scheduled
TSK-00263,2026-09-02,OP-010,MC-006,SITE-D,Excavation,Clear,Muddy,24.9,93.9,High,2026-09-02T07:00:00,2026-09-02T09:03:00,Low,Scheduled
TSK-00264,2026-09-02,OP-010,MC-001,SITE-A,Trenching,Clear,Hard Soil,18.7,98.6,High,2026-09-02T09:23:00,2026-09-02T11:23:00,High,Scheduled
TSK-00265,2026-09-02,OP-011,MC-005,SITE-C,Excavation,Clear,Soft Soil,21.5,68.2,High,2026-09-02T19:00:00,2026-09-02T20:46:00,Low,Scheduled
TSK-00266,2026-09-02,OP-011,MC-001,SITE-A,Demolition,Clear,Muddy,21.1,87.6,High,2026-09-02T21:16:00,2026-09-02T23:39:00,High,Scheduled
TSK-00267,2026-09-02,OP-011,MC-002,SITE-A,Trenching,Clear,Rocky,17.8,82.7,Low,2026-09-03T00:09:00,2026-09-03T02:36:00,High,Scheduled
TSK-00268,2026-09-02,OP-012,MC-010,SITE-B,Grading,Rain,Hard Soil,30.9,46.2,Low,2026-09-02T07:00:00,2026-09-02T08:33:00,Medium,Scheduled
TSK-00269,2026-09-02,OP-013,MC-002,SITE-A,Trenching,Clear,Rocky,18.7,77.2,Medium,2026-09-02T19:00:00,2026-09-02T21:20:00,High,Scheduled
TSK-00270,2026-09-02,OP-014,MC-007,SITE-B,Material Loading,Clear,Hard Soil,32.7,97.3,Low,2026-09-02T07:00:00,2026-09-02T07:58:00,Medium,Scheduled
TSK-00271,2026-09-02,OP-014,MC-003,SITE-D,Trenching,Dust Storm,Rocky,29.1,30.4,Medium,2026-09-02T08:28:00,2026-09-02T11:24:00,Medium,Scheduled
TSK-00272,2026-09-02,OP-014,MC-007,SITE-C,Trenching,Rain,Hard Soil,24.6,72.2,Low,2026-09-02T11:39:00,2026-09-02T13:46:00,Medium,Scheduled
TSK-00273,2026-09-02,OP-015,MC-006,SITE-D,Material Loading,High Wind,Hard Soil,21.8,42.9,Medium,2026-09-02T19:00:00,2026-09-02T19:58:00,Low,Scheduled
TSK-00274,2026-09-02,OP-015,MC-002,SITE-B,Trenching,Rain,Soft Soil,14.5,58.0,High,2026-09-02T20:28:00,2026-09-02T22:16:00,High,Scheduled
TSK-00275,2026-09-03,OP-001,MC-008,SITE-D,Material Loading,Rain,Hard Soil,12.2,28.5,Low,2026-09-03T19:00:00,2026-09-03T20:09:00,Low,Scheduled
TSK-00276,2026-09-03,OP-002,MC-004,SITE-D,Demolition,Clear,Muddy,22.3,98.2,Low,2026-09-03T07:00:00,2026-09-03T09:44:00,High,Scheduled
TSK-00277,2026-09-03,OP-002,MC-003,SITE-A,Material Loading,Clear,Hard Soil,28.7,90.0,Medium,2026-09-03T10:04:00,2026-09-03T10:58:00,High,Scheduled
TSK-00278,2026-09-03,OP-002,MC-002,SITE-D,Trenching,High Wind,Rocky,25.6,59.7,Low,2026-09-03T11:08:00,2026-09-03T13:16:00,Medium,Scheduled
TSK-00279,2026-09-03,OP-003,MC-007,SITE-B,Trenching,Clear,Muddy,25.6,80.0,High,2026-09-03T19:00:00,2026-09-03T20:57:00,Low,Scheduled
TSK-00280,2026-09-03,OP-004,MC-006,SITE-D,Excavation,High Wind,Soft Soil,32.8,66.3,High,2026-09-03T07:00:00,2026-09-03T08:34:00,Medium,Scheduled
TSK-00281,2026-09-03,OP-004,MC-009,SITE-C,Demolition,Clear,Hard Soil,18.6,87.6,Low,2026-09-03T08:49:00,2026-09-03T10:54:00,Low,Scheduled
TSK-00282,2026-09-03,OP-005,MC-006,SITE-D,Excavation,Clear,Rocky,24.1,77.9,High,2026-09-03T19:00:00,2026-09-03T21:07:00,Low,Scheduled
TSK-00283,2026-09-03,OP-005,MC-002,SITE-B,Demolition,High Wind,Hard Soil,15.6,50.6,Low,2026-09-03T21:17:00,2026-09-03T23:46:00,Medium,Scheduled
TSK-00284,2026-09-03,OP-005,MC-006,SITE-B,Grading,Rain,Hard Soil,17.3,51.9,Medium,2026-09-04T00:01:00,2026-09-04T01:43:00,Low,Scheduled
TSK-00285,2026-09-03,OP-006,MC-006,SITE-D,Grading,Clear,Hard Soil,28.1,94.3,Low,2026-09-03T07:00:00,2026-09-03T08:13:00,High,Scheduled
TSK-00286,2026-09-03,OP-006,MC-002,SITE-A,Material Loading,Rain,Hard Soil,22.6,55.0,Medium,2026-09-03T08:23:00,2026-09-03T09:22:00,Low,Scheduled
TSK-00287,2026-09-03,OP-006,MC-004,SITE-C,Demolition,Rain,Muddy,19.9,67.7,High,2026-09-03T09:52:00,2026-09-03T13:22:00,High,Scheduled
TSK-00288,2026-09-03,OP-007,MC-004,SITE-D,Material Loading,Clear,Rocky,18.6,68.8,High,2026-09-03T19:00:00,2026-09-03T19:58:00,Medium,Scheduled
TSK-00289,2026-09-03,OP-007,MC-001,SITE-A,Excavation,Rain,Rocky,11.0,46.1,Medium,2026-09-03T20:13:00,2026-09-03T22:41:00,High,Scheduled
TSK-00290,2026-09-03,OP-007,MC-001,SITE-D,Demolition,Clear,Hard Soil,25.4,82.1,Medium,2026-09-03T22:51:00,2026-09-04T01:13:00,High,Scheduled
TSK-00291,2026-09-03,OP-008,MC-001,SITE-B,Grading,Clear,Hard Soil,22.7,87.5,Medium,2026-09-03T07:00:00,2026-09-03T08:12:00,High,Scheduled
TSK-00292,2026-09-03,OP-009,MC-010,SITE-C,Grading,High Wind,Muddy,19.2,66.2,Low,2026-09-03T19:00:00,2026-09-03T20:26:00,Medium,Scheduled
TSK-00293,2026-09-03,OP-010,MC-002,SITE-D,Trenching,Clear,Muddy,26.2,88.1,Low,2026-09-03T07:00:00,2026-09-03T09:06:00,Low,Scheduled
TSK-00294,2026-09-03,OP-010,MC-009,SITE-C,Demolition,Clear,Hard Soil,26.5,91.5,Low,2026-09-03T09:16:00,2026-09-03T12:01:00,High,Scheduled
TSK-00295,2026-09-03,OP-010,MC-008,SITE-D,Demolition,Clear,Soft Soil,33.6,90.4,Low,2026-09-03T12:31:00,2026-09-03T14:24:00,High,Scheduled
TSK-00296,2026-09-03,OP-011,MC-006,SITE-D,Excavation,Clear,Muddy,18.2,64.8,High,2026-09-03T19:00:00,2026-09-03T21:00:00,Medium,Scheduled
TSK-00297,2026-09-03,OP-012,MC-010,SITE-C,Trenching,Dust Storm,Soft Soil,37.7,30.6,Medium,2026-09-03T07:00:00,2026-09-03T08:46:00,Low,Scheduled
TSK-00298,2026-09-03,OP-012,MC-001,SITE-B,Demolition,Dust Storm,Rocky,32.9,16.2,Medium,2026-09-03T08:56:00,2026-09-03T11:49:00,High,Scheduled
TSK-00299,2026-09-03,OP-013,MC-009,SITE-B,Demolition,Dust Storm,Soft Soil,25.4,38.0,Medium,2026-09-03T19:00:00,2026-09-03T21:31:00,High,Scheduled
TSK-00300,2026-09-03,OP-014,MC-006,SITE-C,Grading,Clear,Soft Soil,29.6,89.0,High,2026-09-03T07:00:00,2026-09-03T07:59:00,Low,Scheduled
TSK-00301,2026-09-03,OP-014,MC-003,SITE-C,Grading,Dust Storm,Hard Soil,27.8,44.7,Low,2026-09-03T08:29:00,2026-09-03T10:04:00,Low,Scheduled
TSK-00302,2026-09-03,OP-015,MC-001,SITE-D,Trenching,Clear,Rocky,15.1,72.8,Medium,2026-09-03T19:00:00,2026-09-03T21:33:00,Low,Scheduled
