task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,priority,status,scheduled_duration_min,actual_duration_min,overrun_min,idle_pct,seatbelt_compliance_pct,proximity_alert_count,unsafe_event_count,avg_speed_kmph,max_speed_kmph,avg_engine_temp_c,avg_vibration
TSK-00129,2026-08-29,OP-002,MC-007,SITE-D,Material Loading,Dust Storm,Hard Soil,High,Scheduled,108.0,153.0,45.0,31.2,100.0,0,0,5.211038961038961,16.9,85.2409090909091,2.998051948051948
TSK-00130,2026-08-29,OP-002,MC-009,SITE-B,Trenching,Clear,Muddy,High,Scheduled,77.0,99.0,22.0,36.0,100.0,0,0,5.305,14.7,84.241,3.0065
TSK-00131,2026-08-29,OP-003,MC-007,SITE-B,Trenching,High Wind,Hard Soil,High,Scheduled,70.0,69.0,-1.0,1.4,100.0,1,0,8.777142857142858,17.1,84.98,3.084
TSK-00132,2026-08-29,OP-003,MC-003,SITE-A,Trenching,Clear,Muddy,Low,Scheduled,83.0,75.0,-8.0,0.0,100.0,0,0,8.656578947368422,16.4,86.2921052631579,2.8330263157894735
TSK-00133,2026-08-29,OP-003,MC-009,SITE-D,Grading,Clear,Rocky,Medium,Scheduled,126.0,148.0,22.0,5.4,100.0,0,0,7.625503355704699,17.0,84.30000000000001,2.9371140939597313
TSK-00134,2026-08-29,OP-004,MC-009,SITE-C,Demolition,Clear,Rocky,High,Scheduled,97.0,112.0,15.0,5.3,0.0,0,1,7.569026548672566,17.5,84.79203539823008,3.010088495575221
TSK-00135,2026-08-29,OP-004,MC-007,SITE-A,Demolition,Clear,Rocky,Low,Scheduled,96.0,85.0,-11.0,2.3,100.0,0,0,8.073255813953487,13.7,85.88139534883722,3.040581395348837
TSK-00136,2026-08-29,OP-004,MC-005,SITE-D,Excavation,Rain,Soft Soil,Medium,Scheduled,57.0,51.0,-6.0,5.8,100.0,0,0,6.876923076923077,15.4,85.94807692307693,3.034038461538462
TSK-00137,2026-08-29,OP-005,MC-010,SITE-A,Excavation,Clear,Soft Soil,Medium,Scheduled,117.0,104.0,-13.0,2.9,100.0,0,0,7.826666666666666,15.5,84.23619047619047,3.153904761904762
TSK-00138,2026-08-29,OP-006,MC-002,SITE-D,Grading,Clear,Muddy,High,Scheduled,114.0,141.0,27.0,6.3,100.0,1,0,7.961971830985915,16.9,84.3781690140845,3.016901408450704
TSK-00139,2026-08-29,OP-006,MC-010,SITE-B,Grading,Clear,Muddy,High,Scheduled,117.0,98.0,-19.0,10.1,100.0,2,0,6.958585858585859,14.0,84.98080808080809,2.862727272727273
TSK-00140,2026-08-29,OP-007,MC-003,SITE-B,Grading,Clear,Rocky,Medium,Scheduled,103.0,132.0,29.0,16.5,100.0,0,0,6.745864661654136,14.8,85.46917293233082,2.8436842105263156
TSK-00141,2026-08-29,OP-008,MC-001,SITE-D,Material Loading,Rain,Hard Soil,Low,Scheduled,83.0,63.0,-20.0,4.7,100.0,1,0,7.80625,14.3,86.93125,3.09234375
TSK-00142,2026-08-29,OP-008,MC-009,SITE-C,Demolition,Clear,Muddy,High,Scheduled,92.0,73.0,-19.0,4.1,100.0,0,0,8.47972972972973,15.2,84.8,2.9855405405405406
TSK-00143,2026-08-29,OP-009,MC-003,SITE-C,Grading,High Wind,Muddy,Low,Scheduled,120.0,154.0,34.0,0.6,100.0,0,0,7.980645161290322,17.7,85.42064516129032,3.1108387096774193
TSK-00144,2026-08-29,OP-009,MC-003,SITE-D,Demolition,Clear,Rocky,High,Scheduled,97.0,108.0,11.0,3.7,0.0,0,1,8.323853211009174,17.4,85.46880733944954,2.8294495412844034
TSK-00145,2026-08-29,OP-010,MC-006,SITE-D,Material Loading,Clear,Soft Soil,High,Scheduled,89.0,80.0,-9.0,2.5,100.0,2,0,7.1345679012345675,14.5,84.50493827160493,2.9241975308641974
TSK-00146,2026-08-29,OP-010,MC-007,SITE-C,Grading,Rain,Rocky,Low,Scheduled,137.0,129.0,-8.0,6.9,100.0,2,0,7.64076923076923,16.8,84.78,3.1936923076923076
TSK-00147,2026-08-29,OP-011,MC-010,SITE-B,Excavation,High Wind,Soft Soil,Medium,Scheduled,74.0,84.0,10.0,27.1,100.0,0,0,6.144705882352941,16.1,84.95294117647059,2.735529411764706
TSK-00148,2026-08-29,OP-012,MC-002,SITE-C,Grading,Clear,Rocky,Medium,Scheduled,57.0,56.0,-1.0,8.8,100.0,0,0,7.050877192982456,16.6,85.69473684210527,2.797719298245614
TSK-00149,2026-08-29,OP-012,MC-001,SITE-B,Grading,Clear,Rocky,High,Scheduled,110.0,105.0,-5.0,5.7,100.0,0,0,7.702830188679245,18.1,83.92075471698114,3.1035849056603775
TSK-00150,2026-08-29,OP-012,MC-009,SITE-B,Material Loading,High Wind,Muddy,Medium,Scheduled,108.0,116.0,8.0,4.3,100.0,0,0,7.811965811965812,15.1,85.5025641025641,2.9776923076923074
TSK-00151,2026-08-29,OP-013,MC-005,SITE-D,Excavation,Clear,Hard Soil,High,Scheduled,74.0,67.0,-7.0,1.5,100.0,0,0,8.058823529411764,15.5,87.09558823529412,3.2973529411764706
TSK-00152,2026-08-29,OP-013,MC-004,SITE-C,Excavation,Rain,Soft Soil,Medium,Scheduled,78.0,69.0,-9.0,7.1,100.0,1,0,7.514285714285714,14.8,84.31714285714285,3.0014285714285713
TSK-00153,2026-08-29,OP-014,MC-005,SITE-C,Material Loading,Clear,Rocky,Low,Scheduled,54.0,57.0,3.0,3.4,100.0,0,0,8.086206896551724,15.0,86.15344827586206,2.8706896551724137
TSK-00154,2026-08-29,OP-015,MC-008,SITE-A,Demolition,Dust Storm,Rocky,High,Scheduled,71.0,87.0,16.0,2.3,100.0,0,0,7.909090909090909,15.1,84.89204545454545,2.8289772727272724
TSK-00155,2026-08-30,OP-001,MC-006,SITE-D,Material Loading,Rain,Soft Soil,Low,Scheduled,78.0,67.0,-11.0,7.4,100.0,0,0,7.986764705882353,14.1,85.46176470588235,2.7785294117647057
TSK-00156,2026-08-30,OP-002,MC-001,SITE-C,Trenching,Clear,Hard Soil,High,Scheduled,82.0,85.0,3.0,20.9,100.0,1,0,6.511627906976744,14.9,85.04302325581395,2.82453488372093
TSK-00157,2026-08-30,OP-003,MC-010,SITE-D,Material Loading,Rain,Muddy,High,Scheduled,93.0,98.0,5.0,5.1,100.0,2,0,7.86969696969697,16.4,84.110101010101,2.952323232323232
TSK-00158,2026-08-30,OP-004,MC-001,SITE-A,Trenching,Rain,Rocky,Low,Scheduled,106.0,105.0,-1.0,4.7,100.0,1,0,7.631132075471698,14.7,86.32169811320755,3.087452830188679
TSK-00159,2026-08-30,OP-005,MC-005,SITE-D,Trenching,High Wind,Rocky,Low,Scheduled,150.0,143.0,-7.0,6.2,100.0,1,0,7.420138888888889,14.8,85.23888888888888,2.973611111111111
TSK-00160,2026-08-30,OP-005,MC-006,SITE-C,Excavation,Clear,Hard Soil,Low,Scheduled,78.0,89.0,11.0,3.3,100.0,0,0,8.113333333333333,14.6,84.76777777777778,3.0423333333333336
TSK-00161,2026-08-30,OP-006,MC-008,SITE-B,Demolition,High Wind,Soft Soil,Medium,Scheduled,64.0,82.0,18.0,7.2,100.0,0,0,7.427710843373494,14.3,85.16385542168675,3.0987951807228913
TSK-00162,2026-08-30,OP-006,MC-006,SITE-B,Demolition,Clear,Hard Soil,High,Scheduled,78.0,68.0,-10.0,5.8,100.0,1,0,7.321739130434782,14.5,84.3159420289855,2.866086956521739
TSK-00163,2026-08-30,OP-006,MC-005,SITE-B,Material Loading,Rain,Soft Soil,Medium,Scheduled,69.0,69.0,0.0,7.1,100.0,0,0,7.545714285714286,15.1,84.83571428571429,2.862
TSK-00164,2026-08-30,OP-007,MC-005,SITE-C,Grading,Clear,Soft Soil,Low,Scheduled,93.0,122.0,29.0,23.6,100.0,1,1,6.489430894308944,16.5,85.17967479674797,2.9987804878048783
TSK-00165,2026-08-30,OP-008,MC-004,SITE-B,Demolition,Clear,Hard Soil,Medium,Scheduled,68.0,53.0,-15.0,5.6,100.0,0,0,7.127777777777777,17.3,84.72777777777777,3.1440740740740742
TSK-00166,2026-08-30,OP-009,MC-006,SITE-D,Demolition,Clear,Soft Soil,Medium,Scheduled,124.0,172.0,48.0,5.8,100.0,0,0,7.7739884393063585,16.0,85.15375722543352,2.9978034682080925
TSK-00167,2026-08-30,OP-010,MC-005,SITE-A,Trenching,Clear,Soft Soil,High,Scheduled,76.0,50.0,-26.0,0.0,100.0,1,0,8.584313725490196,15.0,84.18039215686274,3.142549019607843
TSK-00168,2026-08-30,OP-010,MC-004,SITE-D,Excavation,Clear,Muddy,Medium,Scheduled,123.0,146.0,23.0,6.8,100.0,2,0,7.764625850340137,15.7,84.99591836734693,2.8968027210884353
TSK-00169,2026-08-30,OP-010,MC-008,SITE-A,Trenching,Rain,Muddy,Low,Scheduled,129.0,132.0,3.0,2.3,100.0,0,0,7.397744360902255,17.5,85.40225563909775,3.025263157894737
TSK-00170,2026-08-30,OP-011,MC-002,SITE-B,Excavation,Clear,Rocky,Medium,Scheduled,124.0,180.0,56.0,22.1,0.0,1,1,6.6707182320442,24.9,84.48232044198895,2.9621546961325964
TSK-00171,2026-08-30,OP-012,MC-006,SITE-D,Excavation,Rain,Soft Soil,High,Scheduled,62.0,73.0,11.0,4.1,100.0,0,0,7.0864864864864865,13.7,84.4972972972973,3.0360810810810808
TSK-00172,2026-08-30,OP-012,MC-010,SITE-D,Trenching,Dust Storm,Muddy,Medium,Scheduled,105.0,108.0,3.0,4.6,100.0,0,0,7.845871559633028,13.7,85.52752293577981,3.0675229357798166
TSK-00173,2026-08-30,OP-013,MC-009,SITE-D,Excavation,Clear,Rocky,High,Scheduled,82.0,86.0,4.0,5.7,100.0,0,0,7.594252873563219,17.3,84.45402298850574,2.709080459770115
TSK-00174,2026-08-30,OP-013,MC-001,SITE-C,Grading,Rain,Muddy,Low,Scheduled,81.0,67.0,-14.0,10.3,100.0,0,0,7.260294117647058,14.9,85.73823529411764,2.9847058823529413
TSK-00175,2026-08-30,OP-013,MC-009,SITE-A,Excavation,Clear,Rocky,Low,Scheduled,89.0,98.0,9.0,8.1,100.0,1,0,6.811111111111111,12.7,84.57878787878788,3.1378787878787877
TSK-00176,2026-08-30,OP-014,MC-002,SITE-A,Trenching,Clear,Muddy,High,Scheduled,94.0,109.0,15.0,4.5,100.0,2,0,7.9809090909090905,15.8,85.66545454545455,2.9161818181818187
TSK-00177,2026-08-30,OP-015,MC-009,SITE-C,Material Loading,Clear,Hard Soil,Low,Scheduled,62.0,66.0,4.0,7.5,100.0,0,0,6.662686567164179,14.0,85.34776119402986,2.891044776119403
TSK-00178,2026-08-31,OP-001,MC-004,SITE-A,Material Loading,Dust Storm,Rocky,Low,Scheduled,84.0,103.0,19.0,3.8,100.0,1,0,7.729807692307692,15.3,85.21442307692307,2.6926923076923077
TSK-00179,2026-08-31,OP-001,MC-001,SITE-B,Trenching,Dust Storm,Soft Soil,High,Scheduled,68.0,75.0,7.0,2.6,100.0,2,1,7.728947368421053,14.7,86.6263157894737,2.854342105263158
TSK-00180,2026-08-31,OP-001,MC-009,SITE-A,Grading,Clear,Rocky,Medium,Scheduled,141.0,181.0,40.0,2.2,100.0,3,0,7.571978021978022,17.3,84.95879120879121,3.0123626373626373
TSK-00181,2026-08-31,OP-002,MC-005,SITE-B,Grading,Clear,Muddy,Low,Scheduled,131.0,167.0,36.0,23.8,100.0,0,0,6.17202380952381,15.8,84.9952380952381,3.140416666666667
TSK-00182,2026-08-31,OP-002,MC-003,SITE-A,Excavation,Rain,Hard Soil,Medium,Scheduled,102.0,129.0,27.0,26.9,100.0,0,0,6.162307692307692,15.4,85.03615384615385,3.0940000000000003
TSK-00183,2026-08-31,OP-003,MC-009,SITE-C,Grading,Clear,Rocky,High,Scheduled,155.0,151.0,-4.0,5.3,100.0,3,1,7.4375,14.9,86.63092105263158,3.1178289473684213
TSK-00184,2026-08-31,OP-003,MC-002,SITE-A,Grading,Clear,Soft Soil,High,Scheduled,73.0,62.0,-11.0,3.2,100.0,0,0,7.636507936507937,14.7,85.51746031746032,2.8133333333333335
TSK-00185,2026-08-31,OP-003,MC-008,SITE-C,Trenching,Rain,Muddy,High,Scheduled,87.0,98.0,11.0,5.1,100.0,0,0,7.319191919191919,15.6,84.67878787878789,2.777878787878788
TSK-00186,2026-08-31,OP-004,MC-004,SITE-C,Grading,Rain,Soft Soil,Medium,Scheduled,87.0,96.0,9.0,2.1,0.0,3,1,7.905154639175257,14.3,86.05567010309278,3.2021649484536083
TSK-00187,2026-08-31,OP-004,MC-003,SITE-A,Material Loading,Rain,Muddy,High,Scheduled,105.0,117.0,12.0,4.2,100.0,3,0,7.715254237288136,16.1,84.48389830508475,3.024406779661017
TSK-00188,2026-08-31,OP-004,MC-010,SITE-A,Grading,Clear,Soft Soil,Low,Scheduled,84.0,54.0,-30.0,3.6,100.0,0,0,7.794545454545454,17.8,85.04545454545455,2.9976363636363637
TSK-00189,2026-08-31,OP-005,MC-007,SITE-B,Grading,Rain,Rocky,Medium,Scheduled,116.0,100.0,-16.0,4.0,100.0,0,0,7.728712871287129,15.7,85.66831683168317,2.8385148514851486
TSK-00190,2026-08-31,OP-006,MC-009,SITE-D,Trenching,Clear,Muddy,High,Scheduled,48.0,40.0,-8.0,2.4,100.0,2,0,8.207317073170731,16.3,85.92439024390244,3.1241463414634145
TSK-00191,2026-08-31,OP-007,MC-004,SITE-A,Trenching,Dust Storm,Soft Soil,Medium,Scheduled,133.0,166.0,33.0,25.7,100.0,0,0,6.238922155688623,18.6,85.20239520958083,3.03311377245509
TSK-00192,2026-08-31,OP-008,MC-006,SITE-A,Material Loading,Clear,Muddy,High,Scheduled,121.0,128.0,7.0,3.9,100.0,1,0,7.344186046511628,14.9,84.69457364341086,3.0908527131782946
TSK-00193,2026-08-31,OP-009,MC-002,SITE-A,Trenching,Clear,Rocky,Low,Scheduled,81.0,91.0,10.0,6.5,100.0,0,0,7.431521739130435,14.1,83.71739130434783,2.9018478260869567
TSK-00194,2026-08-31,OP-009,MC-009,SITE-C,Excavation,Clear,Soft Soil,Low,Scheduled,43.0,49.0,6.0,6.0,100.0,2,1,7.28,14.0,84.85600000000001,3.0722000000000005
TSK-00195,2026-08-31,OP-009,MC-002,SITE-D,Demolition,Clear,Rocky,High,Scheduled,77.0,75.0,-2.0,3.9,0.0,1,1,8.446052631578947,16.6,84.54605263157895,2.9314473684210527
TSK-00196,2026-08-31,OP-010,MC-007,SITE-C,Grading,Clear,Soft Soil,High,Scheduled,82.0,82.0,0.0,6.0,100.0,0,0,7.5120481927710845,15.2,84.58795180722892,2.829036144578313
TSK-00197,2026-08-31,OP-010,MC-006,SITE-C,Material Loading,Rain,Hard Soil,Low,Scheduled,84.0,105.0,21.0,3.8,100.0,3,0,7.865094339622642,17.4,85.75283018867924,3.0316981132075473
TSK-00198,2026-08-31,OP-011,MC-002,SITE-C,Grading,Clear,Hard Soil,High,Scheduled,141.0,190.0,49.0,17.8,100.0,0,0,6.645026178010472,17.3,85.56910994764398,3.0395811518324605
TSK-00199,2026-08-31,OP-012,MC-006,SITE-D,Trenching,Rain,Muddy,High,Scheduled,113.0,143.0,30.0,6.2,100.0,0,0,7.645833333333333,17.9,85.26736111111111,2.8594444444444442
TSK-00200,2026-08-31,OP-013,MC-001,SITE-B,Trenching,Clear,Muddy,High,Scheduled,68.0,65.0,-3.0,3.0,100.0,0,0,7.953030303030303,15.0,84.08030303030303,3.26530303030303
TSK-00201,2026-08-31,OP-013,MC-004,SITE-C,Demolition,Clear,Soft Soil,Medium,Scheduled,105.0,102.0,-3.0,6.8,100.0,0,0,7.972815533980583,16.6,86.34368932038835,2.8357281553398055
TSK-00202,2026-08-31,OP-014,MC-009,SITE-A,Excavation,Clear,Rocky,Low,Scheduled,110.0,103.0,-7.0,5.8,100.0,0,0,7.877884615384615,15.3,84.30000000000001,2.931923076923077
TSK-00203,2026-08-31,OP-014,MC-002,SITE-D,Trenching,Clear,Soft Soil,Medium,Scheduled,74.0,66.0,-8.0,9.0,100.0,2,0,7.1089552238805975,15.6,83.0910447761194,2.981641791044776
TSK-00204,2026-08-31,OP-014,MC-008,SITE-C,Demolition,Clear,Hard Soil,Low,Scheduled,120.0,112.0,-8.0,5.3,100.0,2,0,7.6371681415929205,14.3,84.6283185840708,3.059734513274336
TSK-00205,2026-08-31,OP-015,MC-008,SITE-C,Excavation,Clear,Hard Soil,Low,Scheduled,82.0,73.0,-9.0,4.1,100.0,2,1,7.731081081081081,14.6,87.07972972972972,3.1304054054054054
TSK-00206,2026-08-31,OP-015,MC-009,SITE-D,Trenching,Clear,Hard Soil,Medium,Scheduled,113.0,138.0,25.0,6.5,100.0,0,0,7.024460431654676,14.6,84.41942446043164,2.9497841726618703
TSK-00207,2026-08-31,OP-015,MC-004,SITE-C,Trenching,Clear,Rocky,High,Scheduled,78.0,74.0,-4.0,4.0,100.0,1,0,7.792,15.5,85.90533333333333,2.9916
TSK-00208,2026-09-01,OP-001,MC-002,SITE-A,Material Loading,Clear,Muddy,Medium,Scheduled,70.0,73.0,3.0,4.1,100.0,0,0,7.402702702702702,15.6,85.64054054054054,2.8835135135135133
TSK-00209,2026-09-01,OP-002,MC-009,SITE-C,Excavation,Clear,Hard Soil,Medium,Scheduled,50.0,63.0,13.0,20.3,100.0,1,1,6.8546875,17.0,83.0171875,2.9315625
TSK-00210,2026-09-01,OP-002,MC-010,SITE-D,Grading,Clear,Soft Soil,Medium,Scheduled,41.0,38.0,-3.0,25.6,100.0,0,0,5.9051282051282055,13.8,86.90512820512821,3.072820512820513
TSK-00211,2026-09-01,OP-003,MC-009,SITE-B,Demolition,Clear,Muddy,High,Scheduled,95.0,99.0,4.0,5.0,100.0,0,0,7.2589999999999995,17.4,84.88799999999999,2.7127
TSK-00212,2026-09-01,OP-003,MC-006,SITE-A,Material Loading,Clear,Hard Soil,Medium,Scheduled,84.0,95.0,11.0,5.2,100.0,1,0,7.128125,15.4,85.62604166666667,2.9044791666666665
TSK-00213,2026-09-01,OP-003,MC-006,SITE-B,Grading,High Wind,Hard Soil,Low,Scheduled,106.0,108.0,2.0,8.3,100.0,0,0,7.595412844036697,16.8,83.93577981651376,2.9375229357798167
TSK-00214,2026-09-01,OP-004,MC-006,SITE-A,Material Loading,Dust Storm,Hard Soil,High,Scheduled,60.0,49.0,-11.0,0.0,100.0,2,1,7.5760000000000005,14.1,83.604,3.0398
TSK-00215,2026-09-01,OP-004,MC-004,SITE-B,Grading,Clear,Hard Soil,High,Scheduled,83.0,72.0,-11.0,5.5,0.0,3,1,7.606849315068493,16.0,87.32876712328768,3.2271232876712332
TSK-00216,2026-09-01,OP-005,MC-003,SITE-D,Material Loading,Rain,Hard Soil,Medium,Scheduled,97.0,87.0,-10.0,6.8,100.0,0,0,7.3931818181818185,16.0,84.37840909090909,3.0943181818181817
TSK-00217,2026-09-01,OP-005,MC-004,SITE-D,Grading,Clear,Rocky,Medium,Scheduled,157.0,155.0,-2.0,2.6,100.0,0,0,7.764102564102564,17.9,85.07115384615385,2.9891666666666667
TSK-00218,2026-09-01,OP-005,MC-009,SITE-C,Demolition,High Wind,Muddy,Medium,Scheduled,144.0,114.0,-30.0,3.5,100.0,0,0,7.730434782608696,14.6,84.52260869565218,2.9279130434782608
TSK-00219,2026-09-01,OP-006,MC-005,SITE-B,Grading,Dust Storm,Hard Soil,Medium,Scheduled,65.0,59.0,-6.0,1.7,100.0,1,0,7.591666666666667,15.5,85.46166666666666,3.1496666666666666
TSK-00220,2026-09-01,OP-006,MC-004,SITE-D,Material Loading,Clear,Soft Soil,High,Scheduled,68.0,60.0,-8.0,8.2,100.0,1,1,6.919672131147541,14.7,84.17868852459016,3.03655737704918
TSK-00221,2026-09-01,OP-006,MC-003,SITE-C,Excavation,Rain,Rocky,Medium,Scheduled,70.0,61.0,-9.0,9.7,100.0,0,0,7.1,12.5,85.33709677419354,2.940967741935484
TSK-00222,2026-09-01,OP-007,MC-004,SITE-A,Grading,Dust Storm,Rocky,Low,Scheduled,121.0,139.0,18.0,23.6,100.0,2,1,6.319999999999999,17.9,84.625,2.8602142857142856
TSK-00223,2026-09-01,OP-008,MC-008,SITE-D,Demolition,Clear,Muddy,Low,Scheduled,74.0,108.0,34.0,2.8,100.0,1,0,7.729357798165138,17.6,84.04587155963303,3.1177064220183484
TSK-00224,2026-09-01,OP-008,MC-002,SITE-B,Excavation,Clear,Soft Soil,High,Scheduled,104.0,93.0,-11.0,2.1,100.0,0,0,8.002127659574468,16.8,84.46170212765956,2.9441489361702127
TSK-00225,2026-09-01,OP-008,MC-009,SITE-B,Grading,Clear,Muddy,High,Scheduled,118.0,145.0,27.0,4.8,100.0,0,0,7.564383561643837,15.4,84.26917808219177,3.052123287671233
TSK-00226,2026-09-01,OP-009,MC-009,SITE-D,Demolition,Clear,Soft Soil,Low,Scheduled,82.0,96.0,14.0,6.2,100.0,0,0,8.167010309278352,15.9,83.98865979381443,3.1980412371134017
TSK-00227,2026-09-01,OP-010,MC-007,SITE-B,Demolition,High Wind,Muddy,Low,Scheduled,141.0,117.0,-24.0,4.2,100.0,1,0,7.5728813559322035,19.1,85.33305084745763,3.073135593220339
TSK-00228,2026-09-01,OP-010,MC-004,SITE-B,Material Loading,Clear,Hard Soil,Medium,Scheduled,122.0,115.0,-7.0,6.0,100.0,0,0,7.796551724137931,15.9,85.28189655172415,3.113448275862069
TSK-00229,2026-09-01,OP-011,MC-002,SITE-A,Trenching,Clear,Soft Soil,High,Scheduled,108.0,129.0,21.0,23.8,100.0,0,0,6.45,17.6,84.22153846153846,3.1281538461538463
TSK-00230,2026-09-01,OP-011,MC-009,SITE-B,Material Loading,Clear,Rocky,Low,Scheduled,57.0,81.0,24.0,23.2,100.0,3,2,6.978048780487805,24.8,85.30975609756098,3.0502439024390244
TSK-00231,2026-09-01,OP-011,MC-007,SITE-B,Excavation,Clear,Rocky,Low,Scheduled,63.0,75.0,12.0,26.3,100.0,2,1,6.178947368421053,18.3,86.13421052631578,3.0269736842105264
TSK-00232,2026-09-01,OP-012,MC-001,SITE-D,Excavation,Rain,Rocky,Medium,Scheduled,89.0,107.0,18.0,5.6,100.0,0,0,7.7935185185185185,14.5,85.58703703703704,2.8449074074074074
TSK-00233,2026-09-01,OP-013,MC-009,SITE-A,Material Loading,Clear,Soft Soil,High,Scheduled,115.0,105.0,-10.0,7.5,100.0,0,0,7.549056603773585,15.2,86.08396226415094,3.09811320754717
TSK-00234,2026-09-01,OP-014,MC-001,SITE-A,Material Loading,Clear,Hard Soil,High,Scheduled,73.0,61.0,-12.0,8.1,100.0,0,0,7.720967741935484,14.9,83.8483870967742,2.8045161290322578
TSK-00235,2026-09-01,OP-014,MC-001,SITE-D,Grading,Dust Storm,Soft Soil,High,Scheduled,119.0,124.0,5.0,4.0,100.0,0,0,7.570399999999999,14.2,83.99119999999999,3.1827199999999998
TSK-00236,2026-09-01,OP-015,MC-006,SITE-C,Grading,Clear,Hard Soil,Low,Scheduled,74.0,74.0,0.0,4.0,100.0,0,0,7.152,15.6,83.816,3.049733333333333
TSK-00237,2026-09-01,OP-015,MC-010,SITE-C,Demolition,Clear,Muddy,Medium,Scheduled,117.0,119.0,2.0,6.7,100.0,2,0,7.6883333333333335,16.5,83.85583333333334,3.0614166666666667
TSK-00238,2026-09-01,OP-015,MC-002,SITE-B,Material Loading,Clear,Soft Soil,High,Scheduled,30.0,30.0,0.0,3.2,100.0,1,0,8.54516129032258,14.0,85.65483870967742,3.1196774193548387
TSK-00239,2026-09-02,OP-001,MC-008,SITE-A,Material Loading,Clear,Muddy,High,Scheduled,98.0,78.0,-20.0,5.1,100.0,1,0,7.19493670886076,15.7,86.89620253164557,2.9834177215189874
TSK-00240,2026-09-02,OP-001,MC-004,SITE-D,Material Loading,High Wind,Muddy,High,Scheduled,72.0,51.0,-21.0,1.9,100.0,1,0,8.357692307692307,15.7,82.9346153846154,3.188653846153846
TSK-00241,2026-09-02,OP-002,MC-006,SITE-C,Excavation,Rain,Soft Soil,Medium,Scheduled,37.0,50.0,13.0,29.4,100.0,0,0,6.2215686274509805,14.5,83.84705882352941,3.11921568627451
TSK-00242,2026-09-02,OP-002,MC-003,SITE-C,Material Loading,Clear,Rocky,High,Scheduled,118.0,157.0,39.0,25.3,100.0,1,1,6.691772151898734,15.7,84.71518987341773,3.029873417721519
TSK-00243,2026-09-02,OP-002,MC-010,SITE-C,Trenching,Rain,Muddy,Low,Scheduled,102.0,106.0,4.0,22.4,100.0,0,0,6.366355140186917,13.5,84.06261682242992,3.017943925233645
TSK-00244,2026-09-02,OP-003,MC-001,SITE-D,Excavation,Rain,Rocky,High,Scheduled,83.0,95.0,12.0,4.2,100.0,0,0,7.7,15.5,86.80208333333333,3.0265625000000003
TSK-00245,2026-09-02,OP-003,MC-010,SITE-C,Excavation,Clear,Muddy,Medium,Scheduled,58.0,66.0,8.0,7.5,100.0,0,0,7.398507462686567,15.1,86.80149253731344,2.9891044776119404
TSK-00246,2026-09-02,OP-003,MC-003,SITE-A,Grading,Dust Storm,Muddy,Low,Scheduled,60.0,53.0,-7.0,5.6,100.0,0,0,8.12962962962963,13.9,86.74074074074075,3.142962962962963
TSK-00247,2026-09-02,OP-004,MC-001,SITE-B,Material Loading,Clear,Soft Soil,High,Scheduled,89.0,60.0,-29.0,4.9,100.0,1,0,7.237704918032787,14.3,85.8360655737705,2.7522950819672127
TSK-00248,2026-09-02,OP-005,MC-006,SITE-C,Material Loading,Clear,Soft Soil,High,Scheduled,98.0,98.0,0.0,4.0,100.0,1,0,7.483838383838384,14.6,84.389898989899,3.101212121212121
TSK-00249,2026-09-02,OP-006,MC-004,SITE-D,Material Loading,Rain,Hard Soil,Low,Scheduled,96.0,91.0,-5.0,4.3,100.0,2,0,7.095652173913043,14.3,84.05652173913043,2.9954347826086956
TSK-00250,2026-09-02,OP-007,MC-001,SITE-D,Demolition,Clear,Soft Soil,Medium,Scheduled,61.0,81.0,20.0,22.0,100.0,0,0,6.240243902439024,14.5,85.10365853658537,3.031219512195122
TSK-00251,2026-09-02,OP-008,MC-002,SITE-B,Demolition,Clear,Muddy,Low,Scheduled,30.0,27.0,-3.0,3.6,100.0,2,1,7.707142857142857,13.7,86.09642857142856,3.031071428571429
TSK-00252,2026-09-02,OP-008,MC-004,SITE-B,Excavation,Clear,Muddy,Low,Scheduled,30.0,27.0,-3.0,0.0,100.0,0,0,7.3,14.0,85.73571428571428,3.029285714285714
TSK-00253,2026-09-02,OP-009,MC-001,SITE-A,Demolition,Clear,Rocky,Low,Scheduled,95.0,98.0,3.0,2.0,0.0,2,1,7.1989898989898995,13.9,85.09898989898988,2.7885858585858587
TSK-00254,2026-09-02,OP-009,MC-009,SITE-C,Demolition,Clear,Hard Soil,Low,Scheduled,108.0,100.0,-8.0,5.9,100.0,0,0,7.488118811881188,21.7,85.88316831683169,3.1104950495049506
TSK-00255,2026-09-02,OP-010,MC-005,SITE-A,Material Loading,Clear,Rocky,Medium,Scheduled,129.0,129.0,0.0,2.3,100.0,0,0,7.663846153846153,16.1,84.60307692307693,2.819923076923077
TSK-00256,2026-09-02,OP-011,MC-004,SITE-A,Material Loading,Clear,Muddy,High,Scheduled,88.0,102.0,14.0,25.2,100.0,0,0,6.0320388349514555,15.2,85.94757281553399,3.107184466019418
TSK-00257,2026-09-02,OP-012,MC-005,SITE-A,Grading,High Wind,Soft Soil,Medium,Scheduled,59.0,59.0,0.0,5.0,100.0,2,1,7.416666666666667,14.9,84.65666666666667,3.0006666666666666
TSK-00258,2026-09-02,OP-012,MC-005,SITE-C,Grading,Dust Storm,Hard Soil,Low,Scheduled,53.0,61.0,8.0,3.2,100.0,0,0,7.348387096774194,14.2,84.98387096774194,3.0883870967741935
