operator_id,date,tasks_completed,avg_idle_pct,avg_seatbelt_compliance_pct,total_unsafe_events,total_proximity_alerts,avg_overrun_min,total_engine_hours
OP-013,2026-09-13,2,5.550000000000001,100.0,0,3,20.5,5.75
OP-013,2026-09-14,2,6.75,100.0,0,0,-1.5,3.0
OP-013,2026-09-15,1,2.0,100.0,0,0,-3.0,1.65
OP-013,2026-09-16,3,6.2,100.0,0,1,4.333333333333333,7.12
OP-013,2026-09-17,1,5.7,100.0,0,0,2.0,1.75
OP-013,2026-09-18,2,4.8,100.0,1,3,13.5,5.18
OP-013,2026-09-19,3,3.9666666666666663,100.0,0,3,5.333333333333333,5.93
OP-013,2026-09-20,1,3.8,100.0,0,0,11.0,2.18
OP-013,2026-09-21,2,4.85,100.0,1,1,18.5,3.85
OP-013,2026-09-22,3,6.766666666666667,100.0,0,2,5.333333333333333,4.58
OP-014,2026-08-24,1,5.1,100.0,0,0,-20.0,1.93
OP-014,2026-08-25,3,3.4333333333333336,100.0,0,5,39.333333333333336,9.37
OP-014,2026-08-26,2,6.95,100.0,0,1,2.0,1.72
OP-014,2026-08-27,1,2.1,100.0,2,2,12.0,2.33
OP-014,2026-08-28,1,7.5,100.0,0,1,0.0,1.1
OP-014,2026-08-29,2,6.15,100.0,0,0,12.0,2.58
OP-014,2026-08-30,1,4.5,100.0,0,1,11.0,1.85
OP-014,2026-08-31,1,5.2,100.0,0,2,28.0,3.5
OP-014,2026-09-01,1,6.8,100.0,1,2,11.0,2.45
OP-014,2026-09-02,3,5.066666666666666,66.66666666666667,1,2,13.333333333333334,6.68
OP-014,2026-09-03,2,3.3,100.0,0,5,15.0,3.07
OP-014,2026-09-04,2,3.75,100.0,0,0,19.5,5.72
OP-014,2026-09-05,3,5.566666666666666,100.0,0,1,10.666666666666666,5.3
OP-014,2026-09-06,1,5.3,0.0,1,2,25.0,2.48
OP-014,2026-09-07,2,6.05,100.0,0,0,14.0,3.27
OP-014,2026-09-08,1,5.9,100.0,0,1,12.0,2.23
OP-014,2026-09-09,1,5.0,100.0,0,0,40.0,3.63
OP-014,2026-09-10,1,3.0,100.0,1,1,15.0,1.65
OP-014,2026-09-11,1,1.3,100.0,0,0,7.0,1.23
OP-014,2026-09-12,3,6.8,100.0,0,1,9.666666666666666,6.22
OP-014,2026-09-13,1,6.8,100.0,0,0,19.0,1.7
OP-014,2026-09-14,1,4.9,100.0,0,0,-7.0,1.7
OP-014,2026-09-15,1,6.5,100.0,0,2,43.0,3.3
OP-014,2026-09-16,1,5.4,100.0,0,1,9.0,2.13
OP-014,2026-09-17,1,6.0,100.0,1,2,9.0,2.48
OP-014,2026-09-18,1,2.8,100.0,0,1,13.0,1.18
OP-014,2026-09-19,2,3.0,100.0,0,0,14.5,3.97
OP-014,2026-09-20,2,6.25,100.0,0,4,21.5,5.8
OP-014,2026-09-21,1,7.4,100.0,0,2,23.0,1.78
OP-014,2026-09-22,1,3.6,100.0,0,0,38.0,2.75
OP-015,2026-08-24,1,4.7,100.0,1,1,8.0,1.42
OP-015,2026-08-25,2,5.95,100.0,1,3,22.0,5.13
OP-015,2026-08-26,1,5.0,100.0,0,1,20.0,2.65
OP-015,2026-08-27,1,2.6,100.0,0,1,24.0,2.53
OP-015,2026-08-28,2,3.9499999999999997,100.0,0,1,19.5,4.53
OP-015,2026-08-29,1,4.4,100.0,0,1,2.0,1.5
OP-015,2026-08-30,1,3.2,100.0,0,1,7.0,1.02
OP-015,2026-08-31,2,2.6,100.0,0,3,14.0,3.18
OP-015,2026-09-01,2,4.550000000000001,100.0,0,1,15.5,4.02
OP-015,2026-09-02,2,6.699999999999999,100.0,0,4,15.5,3.28
OP-015,2026-09-03,3,4.5,100.0,0,2,14.666666666666666,5.65
OP-015,2026-09-04,2,4.3,100.0,0,1,16.5,4.02
OP-015,2026-09-05,1,4.8,100.0,0,0,8.0,1.38
OP-015,2026-09-06,1,4.5,100.0,0,2,47.0,2.93
OP-015,2026-09-07,2,5.95,100.0,0,5,25.5,5.48
OP-015,2026-09-08,3,4.633333333333334,100.0,0,1,27.333333333333332,8.87
OP-015,2026-09-09,3,5.0,100.0,0,2,5.666666666666667,4.45
OP-015,2026-09-10,1,6.4,100.0,0,3,-3.0,2.32
OP-015,2026-09-11,1,0.0,100.0,0,0,3.0,0.88
OP-015,2026-09-12,3,5.8999999999999995,100.0,0,2,5.0,4.63
OP-015,2026-09-13,1,5.8,100.0,0,0,6.0,1.7
OP-015,2026-09-14,1,3.1,100.0,0,0,2.0,1.62
OP-015,2026-09-15,2,6.949999999999999,100.0,0,0,25.0,5.0
OP-015,2026-09-16,1,3.2,100.0,0,0,-9.0,1.55
OP-015,2026-09-17,2,2.7,100.0,0,3,15.5,4.7
OP-015,2026-09-18,3,5.166666666666667,100.0,0,2,13.333333333333334,7.85
OP-015,2026-09-19,3,4.5,100.0,0,3,32.0,8.65
OP-015,2026-09-20,1,4.1,100.0,0,1,21.0,2.43
OP-015,2026-09-21,1,3.4,100.0,0,0,26.0,2.4
OP-015,2026-09-22,1,7.6,100.0,0,2,21.0,2.17
